! AIRS solar data file for AIRS SRF 08 Apr 2008 m130x
!     Tef = 155.770 K, yoffset = -13.0 um
! Data for 649-1614 cm-1 comes from M.P. Thekaekara, 1973 Solar
! Energy v.14 p.109-127 (supplied to us by Chris Barnet).  The ~80
! cm-1 point spacing data has been interpolated to the AIRS
! channel freqs and converted to W/(m2.sr.cm-1).
!
! Data for 2181-2665 cm-1 comes from ATMOS Solar Spectra, and was
! supplied to us by ATMOS Principal Investigator Michael Gunson.
! In particular we used the file "atmos_corrected_solar.mat".
! This data was then directly convolved with the estimated AIRS
! SRFs for each channel to approximate the effective AIRS solar.
!
!chan   frequency    solar
!---- ----------- --------
 1000  1000.0933   36.8525
 1001  1000.5217   36.8843
 1002  1000.9505   36.9159
 1003  1001.3797   36.9487
 1004  1001.8092   36.9804
 1005  1002.2390   37.0123
 1006  1002.6693   37.0450
 1007  1003.0999   37.0768
 1008  1003.5308   37.1092
 1009  1003.9622   37.1416
 1010  1004.3939   37.1736
 1011  1004.8259   37.2061
 1012  1005.2583   37.2386
 1013  1005.6911   37.2706
 1014  1006.1243   37.3034
 1015  1006.5578   37.3358
 1016  1006.9917   37.3681
 1017  1007.4259   37.4009
 1018  1007.8605   37.4333
 1019  1008.2955   37.4658
 1020  1008.7309   37.4986
 1021  1009.1666   37.5312
 1022  1009.6027   37.5638
 1023  1010.0392   37.5968
 1024  1010.4760   37.6294
 1025  1010.9132   37.6622
 1026  1011.3508   37.6951
 1027  1011.7887   37.7279
 1028  1012.2271   37.7609
 1029  1012.6657   37.7938
 1030  1013.1048   37.8268
 1031  1013.5442   37.8599
 1032  1013.9841   37.8928
 1033  1014.4242   37.9259
 1034  1014.8648   37.9592
 1035  1015.3057   37.9920
 1036  1015.7470   38.0255
 1037  1016.1887   38.0586
 1038  1016.6308   38.0917
 1039  1017.0732   38.1254
 1040  1017.5160   38.1583
 1041  1017.9592   38.1919
 1042  1018.4028   38.2254
 1043  1018.8467   38.2584
 1044  1019.2911   38.2924
 1045  1019.7358   38.3255
 1046  1020.1808   38.3590
 1047  1020.6263   38.3931
 1048  1021.0721   38.4260
 1049  1021.5184   38.4601
 1050  1021.9650   38.4939
 1051  1022.4120   38.5270
 1052  1022.8593   38.5615
 1053  1023.3071   38.5947
 1054  1023.7552   38.6286
 1055  1024.2037   38.6630
 1056  1024.6526   38.6961
 1057  1025.1019   38.7305
 1058  1025.5516   38.7646
 1059  1026.0016   38.7979
 1060  1026.4520   38.8329
 1061  1026.9029   38.8663
 1062  1027.3541   38.9003
 1063  1027.8057   38.9354
 1064  1028.2576   38.9685
 1065  1028.7100   39.0033
 1066  1029.1628   39.0377
 1067  1029.6159   39.0712
 1068  1030.0694   39.1065
 1069  1030.5234   39.1402
 1070  1030.9777   39.1743
 1071  1031.4324   39.2098
 1072  1031.8875   39.2432
 1073  1032.3429   39.2785
 1074  1032.7988   39.3130
 1075  1033.2551   39.3468
 1076  1033.7117   39.3826
 1077  1034.1688   39.4163
 1078  1034.6262   39.4511
 1079  1035.0841   39.4866
 1080  1035.5423   39.5203
 1081  1036.0009   39.5561
 1082  1036.4599   39.5905
 1083  1036.9193   39.6250
 1084  1037.3791   39.6610
 1085  1037.8393   39.6947
 1086  1038.2999   39.7302
 1087  1038.7609   39.7656
 1088  1039.2223   39.7997
 1089  1039.6841   39.8361
 1090  1040.1463   39.8704
 1091  1040.6089   39.9056
 1092  1041.0719   39.9416
 1093  1041.5353   39.9758
 1094  1041.9991   40.0120
 1095  1042.4633   40.0471
 1096  1042.9279   40.0821
 1097  1043.3929   40.1182
 1098  1043.8583   40.1528
 1099  1044.3240   40.1888
 1100  1044.7902   40.2245
 1101  1045.2568   40.2595
 1102  1045.7239   40.2960
 1103  1046.1913   40.3309
 1104  1056.0706   41.0865
 1105  1056.5464   41.1230
 1106  1057.0226   41.1595
 1107  1057.4993   41.1960
 1108  1057.9763   41.2326
 1109  1058.4538   41.2693
 1110  1058.9317   41.3060
 1111  1059.4100   41.3427
 1112  1059.8887   41.3794
 1113  1060.3678   41.4162
 1114  1060.8473   41.4531
 1115  1061.3272   41.4899
 1116  1061.8076   41.5268
 1117  1062.2883   41.5638
 1118  1062.7695   41.6008
 1119  1063.2511   41.6378
 1120  1063.7331   41.6750
 1121  1064.2155   41.7119
 1122  1064.6983   41.7493
 1123  1065.1816   41.7864
 1124  1065.6652   41.8237
 1125  1066.1493   41.8609
 1126  1066.6338   41.8982
 1127  1067.1187   41.9358
 1128  1067.6041   41.9729
 1129  1068.0898   42.0106
 1130  1068.5760   42.0480
 1131  1069.0626   42.0855
 1132  1069.5496   42.1232
 1133  1070.0370   42.1606
 1134  1070.5249   42.1985
 1135  1071.0132   42.2360
 1136  1071.5019   42.2737
 1137  1071.9910   42.3118
 1138  1072.4806   42.3491
 1139  1072.9705   42.3875
 1140  1073.4609   42.4251
 1141  1073.9518   42.4631
 1142  1074.4430   42.5014
 1143  1074.9347   42.5388
 1144  1075.4268   42.5777
 1145  1075.9193   42.6151
 1146  1076.4122   42.6536
 1147  1076.9056   42.6919
 1148  1077.3994   42.7297
 1149  1077.8937   42.7687
 1150  1078.3883   42.8062
 1151  1078.8834   42.8453
 1152  1079.3790   42.8833
 1153  1079.8749   42.9217
 1154  1080.3713   42.9608
 1155  1080.8681   42.9984
 1156  1081.3654   43.0381
 1157  1081.8631   43.0756
 1158  1082.3612   43.1153
 1159  1082.8597   43.1535
 1160  1083.3587   43.1921
 1161  1083.8581   43.2319
 1162  1084.3580   43.2694
 1163  1084.8583   43.3095
 1164  1085.3590   43.3478
 1165  1085.8601   43.3874
 1166  1086.3617   43.4263
 1167  1086.8638   43.4643
 1168  1087.3663   43.5047
 1169  1087.8692   43.5428
 1170  1088.3725   43.5827
 1171  1088.8763   43.6217
 1172  1089.3805   43.6609
 1173  1089.8852   43.7007
 1174  1090.3903   43.7396
 1175  1090.8959   43.7799
 1176  1091.4019   43.8181
 1177  1091.9083   43.8586
 1178  1092.4152   43.8976
 1179  1092.9225   43.9374
 1180  1093.4303   43.9774
 1181  1093.9385   44.0165
 1182  1094.4472   44.0568
 1183  1094.9563   44.0961
 1184  1095.4658   44.1363
 1185  1095.9758   44.1760
 1186  1096.4863   44.2160
 1187  1096.9971   44.2561
 1188  1097.5085   44.2958
 1189  1098.0203   44.3363
 1190  1098.5325   44.3760
 1191  1099.0452   44.4164
 1192  1099.5583   44.4566
 1193  1100.0719   44.4967
 1194  1100.5860   44.5373
 1195  1101.1005   44.5773
 1196  1101.6154   44.6180
 1197  1102.1308   44.6583
 1198  1102.6466   44.6988
 1199  1103.1629   44.7394
 1200  1103.6797   44.7798
 1201  1104.1969   44.8205
 1202  1104.7146   44.8613
 1203  1105.2327   44.9019
 1204  1105.7513   44.9428
 1205  1106.2703   44.9834
 1206  1106.7898   45.0245
 1207  1107.3098   45.0652
 1208  1107.8302   45.1063
 1209  1108.3511   45.1473
 1210  1108.8724   45.1883
 1211  1109.3942   45.2295
 1212  1109.9164   45.2704
 1213  1110.4391   45.3120
 1214  1110.9623   45.3528
 1215  1111.4860   45.3945
 1216  1112.0101   45.4355
 1217  1112.5346   45.4772
 1218  1113.0597   45.5185
 1219  1113.5851   45.5599
 1220  1114.1111   45.6017
 1221  1114.6375   45.6430
 1222  1115.1644   45.6849
 1223  1115.6918   45.7261
 1224  1116.2196   45.7685
 1225  1116.7479   45.8096
 1226  1117.2766   45.8520
 1227  1117.8059   45.8933
 1228  1118.3356   45.9359
 1229  1118.8657   45.9773
 1230  1119.3964   46.0196
 1231  1119.9275   46.0617
 1232  1120.4591   46.1036
 1233  1120.9911   46.1462
 1234  1121.5236   46.1879
 1235  1122.0566   46.2307
 1236  1122.5901   46.2725
 1237  1123.1240   46.3154
 1238  1123.6585   46.3574
 1239  1124.1934   46.3998
 1240  1124.7287   46.4427
 1241  1125.2646   46.4848
 1242  1125.8009   46.5279
 1243  1126.3377   46.5701
 1244  1126.8750   46.6132
 1245  1127.4128   46.6557
 1246  1127.9510   46.6986
 1247  1128.4897   46.7414
 1248  1129.0289   46.7842
 1249  1129.5686   46.8274
 1250  1130.1088   46.8702
 1251  1130.6494   46.9135
 1252  1131.1905   46.9563
 1253  1131.7322   46.9997
 1254  1132.2742   47.0427
 1255  1132.8168   47.0861
 1256  1133.3599   47.1293
 1257  1133.9034   47.1727
 1258  1134.4475   47.2160
 1259  1134.9920   47.2595
 1260  1135.5370   47.3030
 1261  1136.0825   47.3465
 1262  1136.6285   47.3901
 1263  1216.9686   53.8927
 1264  1217.4755   53.9338
 1265  1217.9830   53.9755
 1266  1218.4908   54.0168
 1267  1218.9990   54.0584
 1268  1219.5077   54.1002
 1269  1220.0168   54.1413
 1270  1220.5263   54.1836
 1271  1221.0363   54.2246
 1272  1221.5466   54.2670
 1273  1222.0574   54.3081
 1274  1222.5686   54.3503
 1275  1223.0802   54.3920
 1276  1223.5923   54.4337
 1277  1224.1048   54.4760
 1278  1224.6177   54.5173
 1279  1225.1310   54.5601
 1280  1225.6448   54.6012
 1281  1226.1590   54.6441
 1282  1226.6736   54.6855
 1283  1227.1886   54.7282
 1284  1227.7041   54.7701
 1285  1228.2200   54.8122
 1286  1228.7364   54.8548
 1287  1229.2531   54.8964
 1288  1229.7703   54.9395
 1289  1230.2879   54.9810
 1290  1230.8060   55.0242
 1291  1231.3245   55.0659
 1292  1231.8434   55.1089
 1293  1232.3628   55.1511
 1294  1232.8825   55.1937
 1295  1233.4028   55.2364
 1296  1233.9234   55.2788
 1297  1234.4445   55.3217
 1298  1234.9660   55.3640
 1299  1235.4880   55.4071
 1300  1236.0104   55.4495
 1301  1236.5332   55.4927
 1302  1237.0565   55.5351
 1303  1237.5802   55.5784
 1304  1238.1043   55.6209
 1305  1238.6289   55.6642
 1306  1239.1539   55.7068
 1307  1239.6794   55.7501
 1308  1240.2053   55.7930
 1309  1240.7316   55.8361
 1310  1241.2584   55.8793
 1311  1241.7857   55.9223
 1312  1242.3133   55.9658
 1313  1242.8414   56.0086
 1314  1243.3700   56.0524
 1315  1243.8990   56.0951
 1316  1244.4284   56.1391
 1317  1244.9583   56.1819
 1318  1245.4886   56.2258
 1319  1246.0194   56.2689
 1320  1246.5506   56.3127
 1321  1247.0823   56.3560
 1322  1247.6144   56.3996
 1323  1248.1469   56.4433
 1324  1248.6799   56.4867
 1325  1249.2134   56.5308
 1326  1249.7473   56.5740
 1327  1250.2816   56.6184
 1328  1250.8164   56.6615
 1329  1251.3517   56.7059
 1330  1251.8874   56.7492
 1331  1252.4235   56.7937
 1332  1252.9601   56.8372
 1333  1253.4972   56.8814
 1334  1254.0347   56.9254
 1335  1254.5727   56.9693
 1336  1255.1111   57.0136
 1337  1255.6499   57.0574
 1338  1256.1893   57.1020
 1339  1256.7290   57.1457
 1340  1257.2693   57.1905
 1341  1257.8100   57.2343
 1342  1258.3511   57.2790
 1343  1258.8927   57.3230
 1344  1259.4348   57.3677
 1345  1259.9773   57.4119
 1346  1260.5202   57.4565
 1347  1261.0637   57.5009
 1348  1261.6076   57.5456
 1349  1262.1519   57.5900
 1350  1262.6967   57.6349
 1351  1263.2420   57.6793
 1352  1263.7877   57.7243
 1353  1264.3339   57.7687
 1354  1264.8806   57.8138
 1355  1265.4277   57.8582
 1356  1265.9753   57.9035
 1357  1266.5234   57.9481
 1358  1267.0719   57.9933
 1359  1267.6209   58.0381
 1360  1268.1703   58.0831
 1361  1268.7202   58.1283
 1362  1269.2706   58.1731
 1363  1269.8214   58.2187
 1364  1270.3727   58.2632
 1365  1270.9245   58.3093
 1366  1271.4768   58.3535
 1367  1272.0295   58.4001
 1368  1272.5827   58.4440
 1369  1284.3424   59.4086
 1370  1284.9057   59.4557
 1371  1285.4695   59.5012
 1372  1286.0337   59.5481
 1373  1286.5985   59.5940
 1374  1287.1637   59.6407
 1375  1287.7294   59.6869
 1376  1288.2956   59.7335
 1377  1288.8622   59.7800
 1378  1289.4294   59.8265
 1379  1289.9970   59.8733
 1380  1290.5652   59.9197
 1381  1291.1338   59.9667
 1382  1291.7029   60.0131
 1383  1292.2725   60.0602
 1384  1292.8425   60.1067
 1385  1293.4131   60.1539
 1386  1293.9842   60.2006
 1387  1294.5557   60.2477
 1388  1295.1277   60.2946
 1389  1295.7003   60.3417
 1390  1296.2733   60.3888
 1391  1296.8468   60.4358
 1392  1297.4208   60.4831
 1393  1297.9953   60.5301
 1394  1298.5702   60.5777
 1395  1299.1457   60.6247
 1396  1299.7217   60.6725
 1397  1300.2981   60.7194
 1398  1300.8751   60.7674
 1399  1301.4526   60.8142
 1400  1302.0305   60.8624
 1401  1302.6090   60.9093
 1402  1303.1879   60.9577
 1403  1303.7674   61.0047
 1404  1304.3473   61.0530
 1405  1304.9277   61.1002
 1406  1305.5087   61.1486
 1407  1306.0901   61.1958
 1408  1306.6721   61.2444
 1409  1307.2545   61.2917
 1410  1307.8375   61.3403
 1411  1308.4209   61.3878
 1412  1309.0049   61.4364
 1413  1309.5893   61.4841
 1414  1310.1743   61.5326
 1415  1310.7598   61.5804
 1416  1311.3457   61.6292
 1417  1311.9322   61.6770
 1418  1312.5192   61.7258
 1419  1313.1067   61.7740
 1420  1313.6947   61.8226
 1421  1314.2832   61.8709
 1422  1314.8722   61.9198
 1423  1315.4618   61.9681
 1424  1316.0518   62.0170
 1425  1316.6423   62.0655
 1426  1317.2334   62.1145
 1427  1317.8250   62.1631
 1428  1318.4171   62.2121
 1429  1319.0097   62.2608
 1430  1319.6028   62.3100
 1431  1320.1964   62.3588
 1432  1320.7905   62.4080
 1433  1321.3852   62.4569
 1434  1321.9804   62.5063
 1435  1322.5760   62.5552
 1436  1323.1722   62.6047
 1437  1323.7690   62.6537
 1438  1324.3662   62.7034
 1439  1324.9640   62.7524
 1440  1325.5622   62.8023
 1441  1326.1610   62.8514
 1442  1326.7604   62.9013
 1443  1327.3602   62.9505
 1444  1327.9606   63.0006
 1445  1328.5614   63.0498
 1446  1329.1629   63.1000
 1447  1329.7648   63.1494
 1448  1330.3672   63.1996
 1449  1330.9702   63.2492
 1450  1331.5737   63.2993
 1451  1332.1778   63.3492
 1452  1332.7823   63.3993
 1453  1333.3874   63.4494
 1454  1333.9930   63.4995
 1455  1334.5992   63.5499
 1456  1335.2058   63.5998
 1457  1335.8130   63.6505
 1458  1336.4208   63.7004
 1459  1337.0290   63.7513
 1460  1337.6378   63.8013
 1461  1338.2471   63.8523
 1462  1338.8570   63.9025
 1463  1338.1561   63.8445
 1464  1338.6642   63.8866
 1465  1339.1728   63.9288
 1466  1339.6817   63.9711
 1467  1340.1911   64.0133
 1468  1340.7008   64.0557
 1469  1341.2110   64.0979
 1470  1341.7216   64.1404
 1471  1342.2326   64.1827
 1472  1342.7440   64.2252
 1473  1343.2558   64.2677
 1474  1343.7680   64.3101
 1475  1344.2806   64.3528
 1476  1344.7936   64.3954
 1477  1345.3071   64.4381
 1478  1345.8209   64.4809
 1479  1346.3352   64.5233
 1480  1346.8499   64.5663
 1481  1347.3650   64.6091
 1482  1347.8805   64.6520
 1483  1348.3964   64.6950
 1484  1348.9127   64.7376
 1485  1349.4295   64.7808
 1486  1349.9466   64.8237
 1487  1350.4642   64.8669
 1488  1350.9822   64.9096
 1489  1351.5006   64.9531
 1490  1352.0194   64.9961
 1491  1352.5386   65.0395
 1492  1353.0583   65.0827
 1493  1353.5783   65.1262
 1494  1354.0988   65.1697
 1495  1354.6197   65.2125
 1496  1355.1410   65.2564
 1497  1355.6628   65.2995
 1498  1356.1849   65.3435
 1499  1356.7075   65.3870
 1500  1357.2305   65.4304
 1501  1357.7539   65.4740
 1502  1358.2778   65.5176
 1503  1358.8020   65.5617
 1504  1359.3267   65.6052
 1505  1359.8518   65.6494
 1506  1360.3773   65.6928
 1507  1360.9033   65.7371
 1508  1361.4297   65.7808
 1509  1361.9565   65.8249
 1510  1362.4837   65.8689
 1511  1363.0113   65.9129
 1512  1363.5394   65.9572
 1513  1364.0679   66.0011
 1514  1364.5968   66.0456
 1515  1365.1262   66.0897
 1516  1365.6560   66.1341
 1517  1366.1862   66.1783
 1518  1366.7168   66.2228
 1519  1367.2479   66.2672
 1520  1367.7794   66.3116
 1521  1368.3113   66.3562
 1522  1368.8436   66.4007
 1523  1369.3764   66.4454
 1524  1369.9096   66.4900
 1525  1370.4433   66.5348
 1526  1370.9773   66.5794
 1527  1371.5119   66.6243
 1528  1372.0468   66.6691
 1529  1372.5822   66.7140
 1530  1373.1180   66.7589
 1531  1373.6542   66.8038
 1532  1374.1909   66.8490
 1533  1374.7280   66.8938
 1534  1375.2655   66.9392
 1535  1375.8035   66.9841
 1536  1376.3419   67.0295
 1537  1376.8808   67.0746
 1538  1377.4201   67.1198
 1539  1377.9598   67.1654
 1540  1378.4999   67.2105
 1541  1379.0405   67.2562
 1542  1379.5816   67.3014
 1543  1380.1231   67.3472
 1544  1380.6650   67.3925
 1545  1381.2073   67.4383
 1546  1381.7501   67.4839
 1547  1382.2934   67.5296
 1548  1382.8371   67.5755
 1549  1383.3812   67.6211
 1550  1383.9257   67.6672
 1551  1384.4708   67.7128
 1552  1385.0162   67.7590
 1553  1385.5621   67.8047
 1554  1386.1084   67.8510
 1555  1386.6552   67.8969
 1556  1387.2025   67.9431
 1557  1387.7501   67.9893
 1558  1388.2982   68.0355
 1559  1388.8468   68.0819
 1560  1389.3958   68.1281
 1561  1389.9453   68.1747
 1562  1390.4952   68.2208
 1563  1391.0456   68.2676
 1564  1391.5964   68.3138
 1565  1392.1476   68.3607
 1566  1392.6993   68.4071
 1567  1393.2515   68.4539
 1568  1393.8041   68.5005
 1569  1394.3572   68.5473
 1570  1394.9107   68.5942
 1571  1395.4646   68.6409
 1572  1396.0190   68.6879
 1573  1396.5739   68.7348
 1574  1397.1292   68.7820
 1575  1397.6850   68.8288
 1576  1398.2412   68.8762
 1577  1398.7979   68.9231
 1578  1399.3551   68.9706
 1579  1399.9127   69.0176
 1580  1400.4707   69.0651
 1581  1401.0292   69.1123
 1582  1401.5882   69.1599
 1583  1402.1476   69.2072
 1584  1402.7075   69.2549
 1585  1403.2678   69.3023
 1586  1403.8286   69.3501
 1587  1404.3899   69.3976
 1588  1404.9516   69.4455
 1589  1405.5138   69.4930
 1590  1406.0765   69.5411
 1591  1406.6396   69.5887
 1592  1407.2031   69.6368
 1593  1407.7672   69.6847
 1594  1408.3317   69.7329
 1595  1408.8966   69.7808
 1596  1409.4620   69.8291
 1597  1410.0279   69.8772
 1598  1410.5943   69.9256
 1599  1411.1611   69.9737
 1600  1411.7284   70.0222
 1601  1412.2961   70.0705
 1602  1412.8643   70.1191
 1603  1413.4330   70.1674
 1604  1414.0022   70.2162
 1605  1414.5718   70.2646
 1606  1415.1419   70.3135
 1607  1415.7125   70.3620
 1608  1416.2835   70.4109
 1609  1416.8550   70.4596
 1610  1417.4270   70.5086
 1611  1417.9994   70.5575
 1612  1418.5723   70.6065
 1613  1419.1457   70.6555
 1614  1419.7196   70.7048
 1615  1420.2939   70.7537
 1616  1420.8687   70.8031
 1617  1421.4440   70.8522
 1618  1422.0198   70.9017
 1619  1422.5960   70.9509
 1620  1423.1727   71.0005
 1621  1423.7499   71.0499
 1622  1424.3276   71.0995
 1623  1424.9057   71.1491
 1624  1425.4843   71.1987
 1625  1426.0634   71.2484
 1626  1426.6430   71.2982
 1627  1427.2231   71.3480
 1628  1427.8036   71.3979
 1629  1428.3846   71.4477
 1630  1428.9661   71.4979
 1631  1429.5481   71.5478
 1632  1430.1306   71.5981
 1633  1430.7135   71.6480
 1634  1431.2969   71.6985
 1635  1431.8809   71.7484
 1636  1432.4653   71.7991
 1637  1433.0501   71.8491
 1638  1433.6355   71.9000
 1639  1434.2214   71.9500
 1640  1434.8077   72.0011
 1641  1435.3945   72.0511
 1642  1435.9819   72.1024
 1643  1436.5697   72.1524
 1644  1437.1580   72.2039
 1645  1437.7467   72.2539
 1646  1438.3360   72.3056
 1647  1438.9258   72.3557
 1648  1439.5160   72.4075
 1649  1440.1068   72.4577
 1650  1440.6980   72.5096
 1651  1441.2897   72.5598
 1652  1441.8819   72.6118
 1653  1442.4747   72.6624
 1654  1443.0679   72.7142
 1655  1460.2585   74.2015
 1656  1460.8668   74.2551
 1657  1461.4757   74.3071
 1658  1462.0850   74.3604
 1659  1462.6948   74.4125
 1660  1463.3051   74.4658
 1661  1463.9160   74.5182
 1662  1464.5273   74.5715
 1663  1465.1392   74.6243
 1664  1465.7515   74.6773
 1665  1466.3644   74.7304
 1666  1466.9778   74.7833
 1667  1467.5917   74.8366
 1668  1468.2061   74.8895
 1669  1468.8210   74.9429
 1670  1469.4365   74.9959
 1671  1470.0524   75.0493
 1672  1470.6689   75.1024
 1673  1471.2859   75.1559
 1674  1471.9034   75.2091
 1675  1472.5214   75.2627
 1676  1473.1399   75.3158
 1677  1473.7589   75.3695
 1678  1474.3785   75.4228
 1679  1474.9986   75.4766
 1680  1475.6192   75.5299
 1681  1476.2403   75.5836
 1682  1476.8619   75.6372
 1683  1477.4841   75.6908
 1684  1478.1067   75.7446
 1685  1478.7299   75.7981
 1686  1479.3537   75.8521
 1687  1479.9779   75.9057
 1688  1480.6027   75.9596
 1689  1481.2280   76.0133
 1690  1481.8538   76.0672
 1691  1482.4801   76.1211
 1692  1483.1070   76.1750
 1693  1483.7343   76.2290
 1694  1484.3623   76.2829
 1695  1484.9907   76.3370
 1696  1485.6197   76.3909
 1697  1486.2492   76.4451
 1698  1486.8792   76.4991
 1699  1487.5097   76.5533
 1700  1488.1408   76.6073
 1701  1488.7724   76.6616
 1702  1489.4046   76.7156
 1703  1490.0372   76.7699
 1704  1490.6705   76.8241
 1705  1491.3042   76.8784
 1706  1491.9385   76.9326
 1707  1492.5733   76.9869
 1708  1493.2086   77.0413
 1709  1493.8445   77.0956
 1710  1494.4809   77.1500
 1711  1495.1179   77.2043
 1712  1495.7553   77.2587
 1713  1496.3934   77.3132
 1714  1497.0319   77.3676
 1715  1497.6710   77.4221
 1716  1498.3107   77.4765
 1717  1498.9508   77.5310
 1718  1499.5916   77.5857
 1719  1500.2328   77.6348
 1720  1500.8746   77.6781
 1721  1501.5170   77.7267
 1722  1502.1598   77.7907
 1723  1502.8033   77.8576
 1724  1503.4472   77.9156
 1725  1504.0918   77.9708
 1726  1504.7368   78.0238
 1727  1505.3824   78.0728
 1728  1506.0286   78.1292
 1729  1506.6753   78.1872
 1730  1507.3225   78.2451
 1731  1507.9703   78.3059
 1732  1508.6187   78.3709
 1733  1509.2676   78.4323
 1734  1509.9170   78.4854
 1735  1510.5670   78.5467
 1736  1511.2175   78.6025
 1737  1511.8686   78.6452
 1738  1512.5203   78.6948
 1739  1513.1725   78.7652
 1740  1513.8252   78.8286
 1741  1514.4786   78.8660
 1742  1515.1324   78.9109
 1743  1515.7868   78.9697
 1744  1516.4418   79.0176
 1745  1517.0973   79.0610
 1746  1517.7534   79.1065
 1747  1518.4101   79.1559
 1748  1519.0673   79.2083
 1749  1519.7250   79.2502
 1750  1520.3834   79.2894
 1751  1521.0423   79.3335
 1752  1521.7017   79.3987
 1753  1522.3617   79.4597
 1754  1523.0223   79.5021
 1755  1523.6834   79.5636
 1756  1524.3451   79.6324
 1757  1525.0073   79.6908
 1758  1525.6702   79.7433
 1759  1526.3336   79.8048
 1760  1526.9975   79.8614
 1761  1541.0897   80.6662
 1762  1541.7656   80.6386
 1763  1542.4420   80.7661
 1764  1543.1191   80.8992
 1765  1543.7967   80.9215
 1766  1544.4749   80.8839
 1767  1545.1537   80.9536
 1768  1545.8330   81.0886
 1769  1546.5130   81.1377
 1770  1547.1935   81.1843
 1771  1547.8746   81.2289
 1772  1548.5563   81.2757
 1773  1549.2386   81.3046
 1774  1549.9214   81.3336
 1775  1550.6049   81.4164
 1776  1551.2889   81.5223
 1777  1551.9735   81.5966
 1778  1552.6587   81.6877
 1779  1553.3445   81.7690
 1780  1554.0309   81.8360
 1781  1554.7178   81.9527
 1782  1555.4054   82.0362
 1783  1556.0935   82.1271
 1784  1556.7823   82.2581
 1785  1557.4716   82.4324
 1786  1558.1615   82.5995
 1787  1558.8520   82.7601
 1788  1559.5431   82.8742
 1789  1560.2348   82.9458
 1790  1560.9271   83.0937
 1791  1561.6200   83.2708
 1792  1562.3134   83.4432
 1793  1563.0075   83.5746
 1794  1563.7022   83.6970
 1795  1564.3975   83.8525
 1796  1565.0933   84.0535
 1797  1565.7898   84.1251
 1798  1566.4869   84.0363
 1799  1567.1846   84.2106
 1800  1567.8828   84.5098
 1801  1568.5817   84.6393
 1802  1569.2812   84.6343
 1803  1569.9813   84.6764
 1804  1570.6819   84.7798
 1805  1571.3832   84.5564
 1806  1572.0851   84.4105
 1807  1572.7876   84.6217
 1808  1573.4907   84.8169
 1809  1574.1944   85.1473
 1810  1574.8988   85.1673
 1811  1575.6037   85.0688
 1812  1576.3092   85.0367
 1813  1577.0154   85.0537
 1814  1577.7221   85.1429
 1815  1578.4295   85.0765
 1816  1579.1375   84.9825
 1817  1579.8461   85.0743
 1818  1580.5553   85.2124
 1819  1581.2651   85.2004
 1820  1581.9756   85.2084
 1821  1582.6866   85.0673
 1822  1583.3983   84.9571
 1823  1584.1106   85.0103
 1824  1584.8235   85.0632
 1825  1585.5370   85.1376
 1826  1586.2512   84.9667
 1827  1586.9659   85.1528
 1828  1587.6813   85.3162
 1829  1588.3973   85.2908
 1830  1589.1139   85.1981
 1831  1589.8312   85.1397
 1832  1590.5491   85.2764
 1833  1591.2676   85.4399
 1834  1591.9867   85.5393
 1835  1592.7064   85.4269
 1836  1593.4268   85.3353
 1837  1594.1478   85.6225
 1838  1594.8694   85.8079
 1839  1595.5917   85.6557
 1840  1596.3146   85.5601
 1841  1597.0381   85.7157
 1842  1597.7622   85.9659
 1843  1598.4870   86.1113
 1844  1599.2124   86.1330
 1845  1599.9385   86.1556
 1846  1600.6652   86.2081
 1847  1601.3925   85.5529
 1848  1602.1204   85.1912
 1849  1602.8490   86.0661
 1850  1603.5782   86.6599
 1851  1604.3081   86.6081
 1852  1605.0386   86.6207
 1853  1605.7697   86.7365
 1854  1606.5015   86.1956
 1855  1607.2339   85.4705
 1856  1607.9669   86.0336
 1857  1608.7006   86.8290
 1858  1609.4349   87.0088
 1859  1610.1699   87.1794
 1860  1610.9055   87.2900
 1861  1611.6418   87.3745
 1862  1612.3787   87.2655
 1863  1613.1163   87.2227
 1864  1613.8545   87.2682
 1865  2181.4851  160.7400
 1866  2182.3908  161.9446
 1867  2183.2972  161.2773
 1868  2184.2044  162.7966
 1869  2185.1123  162.8365
 1870  2186.0210  161.3481
 1871  2186.9304  162.7416
 1872  2187.8405  163.2899
 1873  2188.7514  162.4705
 1874  2189.6631  162.3338
 1875  2190.5754  163.6064
 1876  2191.4886  163.1922
 1877  2192.4025  163.9670
 1878  2193.3171  164.6420
 1879  2194.2325  163.8489
 1880  2195.1486  165.4580
 1881  2196.0655  164.7288
 1882  2196.9832  162.7442
 1883  2197.9016  164.7211
 1884  2198.8207  165.3533
 1885  2199.7407  163.2075
 1886  2200.6613  164.6621
 1887  2201.5827  165.6808
 1888  2202.5049  164.8654
 1889  2203.4279  165.3318
 1890  2204.3516  166.8370
 1891  2205.2760  166.1069
 1892  2206.2013  163.8046
 1893  2207.1273  165.6415
 1894  2208.0540  165.3323
 1895  2208.9815  162.0222
 1896  2209.9098  163.8813
 1897  2210.8388  166.6923
 1898  2211.7686  168.1323
 1899  2212.6992  169.1866
 1900  2213.6306  169.4812
 1901  2214.5627  169.7336
 1902  2215.4956  169.1359
 1903  2216.4292  169.2854
 1904  2217.3636  169.9986
 1905  2218.2988  168.5805
 1906  2219.2348  165.9204
 1907  2220.1715  169.0794
 1908  2221.1091  170.7144
 1909  2222.0473  170.0311
 1910  2222.9864  172.0084
