! AIRS solar data file for AIRS SRF 31 Mar 2008 m150
!     Tef = 156.339 K, yoffset = -15.0 um
! Data for 649-1614 cm-1 comes from M.P. Thekaekara, 1973 Solar
! Energy v.14 p.109-127 (supplied to us by Chris Barnet).  The ~80
! cm-1 point spacing data has been interpolated to the AIRS
! channel freqs and converted to W/(m2.sr.cm-1).
!
! Data for 2181-2665 cm-1 comes from ATMOS Solar Spectra, and was
! supplied to us by ATMOS Principal Investigator Michael Gunson.
! In particular we used the file "atmos_corrected_solar.mat".
! This data was then directly convolved with the estimated AIRS
! SRFs for each channel to approximate the effective AIRS solar.
!
!chan   frequency    solar
!---- ----------- --------
   68   666.0258   16.2190
   69   666.2772   16.2306
   70   666.5289   16.2423
   71   666.7807   16.2542
   72   667.0327   16.2661
   73   667.2849   16.2780
   74   667.5374   16.2898
   75   667.7900   16.3018
   76   668.0428   16.3138
   77   668.2958   16.3258
   78   668.5491   16.3378
   79   668.8025   16.3499
   80   669.0562   16.3620
   81   669.3100   16.3742
   82   669.5641   16.3863
   83   669.8183   16.3985
   84   670.0728   16.4108
   85   670.3274   16.4230
   86   670.5823   16.4354
   87   670.8373   16.4477
   88   671.0926   16.4601
   89   671.3481   16.4724
   90   671.6037   16.4849
   91   671.8596   16.4974
   92   672.1157   16.5099
   93   672.3720   16.5224
   94   672.6285   16.5350
   95   672.8852   16.5477
   96   673.1421   16.5603
   97   673.3992   16.5729
   98   673.6566   16.5856
   99   673.9141   16.5984
  100   674.1718   16.6112
  101   674.4298   16.6240
  102   674.6879   16.6367
  103   674.9463   16.6496
  104   675.2048   16.6626
  105   675.4636   16.6754
  106   675.7226   16.6883
  107   675.9818   16.7013
  108   676.2412   16.7144
  109   676.5008   16.7275
  110   676.7606   16.7405
  111   677.0206   16.7536
  112   677.2808   16.7667
  113   677.5413   16.7799
  114   677.8019   16.7931
  115   678.0628   16.8063
  116   678.3239   16.8195
  117   678.5851   16.8328
  118   678.8466   16.8462
  119   679.1083   16.8594
  120   679.3703   16.8728
  121   679.6324   16.8862
  122   679.8947   16.8996
  123   680.1573   16.9131
  124   680.4200   16.9266
  125   680.6830   16.9401
  126   680.9462   16.9536
  127   681.2096   16.9672
  128   681.4732   16.9808
  129   681.7370   16.9944
  130   682.0010   17.0081
  131   687.6094   17.3016
  132   687.8787   17.3158
  133   688.1482   17.3301
  134   688.4179   17.3444
  135   688.6878   17.3587
  136   688.9580   17.3730
  137   689.2284   17.3873
  138   689.4990   17.4018
  139   689.7698   17.4162
  140   690.0409   17.4306
  141   690.3121   17.4450
  142   690.5836   17.4595
  143   690.8553   17.4740
  144   691.1273   17.4885
  145   691.3994   17.5030
  146   691.6718   17.5176
  147   691.9444   17.5323
  148   692.2172   17.5469
  149   692.4902   17.5614
  150   692.7635   17.5761
  151   693.0370   17.5909
  152   693.3107   17.6055
  153   693.5846   17.6201
  154   693.8587   17.6349
  155   694.1331   17.6497
  156   694.4077   17.6645
  157   694.6825   17.6792
  158   694.9576   17.6940
  159   695.2328   17.7089
  160   695.5083   17.7238
  161   695.7840   17.7386
  162   696.0600   17.7535
  163   696.3361   17.7684
  164   696.6125   17.7834
  165   696.8892   17.7983
  166   697.1660   17.8132
  167   697.4431   17.8282
  168   697.7204   17.8432
  169   697.9979   17.8582
  170   698.2756   17.8733
  171   698.5536   17.8883
  172   698.8318   17.9034
  173   699.1103   17.9185
  174   699.3889   17.9336
  175   699.6678   17.9487
  176   699.9469   17.9638
  177   700.2263   17.9790
  178   700.5059   17.9941
  179   700.7856   18.0093
  180   701.0657   18.0245
  181   701.3459   18.0397
  182   701.6264   18.0549
  183   701.9072   18.0702
  184   702.1881   18.0854
  185   702.4693   18.1007
  186   702.7507   18.1160
  187   703.0324   18.1313
  188   703.3142   18.1466
  189   703.5964   18.1619
  190   703.8787   18.1772
  191   704.1613   18.1926
  192   704.4441   18.2080
  193   704.7271   18.2233
  194   705.0104   18.2387
  195   705.2939   18.2541
  196   705.5776   18.2695
  197   705.8616   18.2849
  198   706.1458   18.3003
  199   706.4302   18.3158
  200   706.7149   18.3312
  201   706.9998   18.3467
  202   707.2849   18.3621
  203   707.5703   18.3776
  204   707.8559   18.3932
  205   708.1418   18.4086
  206   708.4278   18.4241
  207   708.7142   18.4396
  208   709.0007   18.4552
  209   709.2875   18.4707
  210   709.5745   18.4862
  211   709.8618   18.5018
  212   710.1493   18.5174
  213   710.4370   18.5330
  214   710.7250   18.5485
  215   711.0132   18.5640
  216   711.3017   18.5797
  217   711.5904   18.5954
  218   711.8793   18.6109
  219   712.1685   18.6264
  220   712.4579   18.6421
  221   712.7475   18.6578
  222   713.0374   18.6733
  223   713.3275   18.6889
  224   713.6179   18.7047
  225   713.9085   18.7203
  226   714.1993   18.7358
  227   714.4904   18.7515
  228   714.7818   18.7673
  229   715.0733   18.7829
  230   715.3652   18.7985
  231   715.6572   18.8142
  232   715.9495   18.8299
  233   716.2420   18.8455
  234   716.5348   18.8611
  235   716.8279   18.8769
  236   717.1211   18.8926
  237   717.4147   18.9083
  238   717.7084   18.9239
  239   718.0024   18.9396
  240   718.2967   18.9554
  241   718.5911   18.9711
  242   718.8859   18.9867
  243   719.1809   19.0024
  244   719.4761   19.0183
  245   719.7716   19.0340
  246   720.0673   19.0496
  247   720.3632   19.0654
  248   720.6594   19.0813
  249   720.9559   19.0970
  250   721.2526   19.1126
  251   721.5496   19.1284
  252   721.8468   19.1444
  253   722.1442   19.1601
  254   722.4419   19.1756
  255   722.7399   19.1916
  256   723.0380   19.2077
  257   723.3365   19.2232
  258   723.6352   19.2389
  259   723.9341   19.2549
  260   724.2333   19.2711
  261   724.5327   19.2865
  262   724.8324   19.3021
  263   725.1324   19.3185
  264   725.4326   19.3345
  265   725.7330   19.3498
  266   726.0337   19.3657
  267   726.3346   19.3821
  268   726.6358   19.3979
  269   726.9373   19.4134
  270   727.2390   19.4295
  271   727.5409   19.4460
  272   727.8431   19.4616
  273   728.1456   19.4771
  274   728.4483   19.4935
  275   728.0641   19.4732
  276   728.3665   19.4892
  277   728.6691   19.5052
  278   728.9720   19.5211
  279   729.2751   19.5370
  280   729.5785   19.5531
  281   729.8821   19.5692
  282   730.1860   19.5851
  283   730.4901   19.6010
  284   730.7945   19.6172
  285   731.0992   19.6333
  286   731.4040   19.6493
  287   731.7092   19.6653
  288   732.0146   19.6814
  289   732.3202   19.6975
  290   732.6261   19.7137
  291   732.9323   19.7296
  292   733.2387   19.7458
  293   733.5453   19.7620
  294   733.8523   19.7781
  295   734.1594   19.7941
  296   734.4669   19.8104
  297   734.7745   19.8267
  298   735.0825   19.8429
  299   735.3907   19.8589
  300   735.6991   19.8751
  301   736.0078   19.8916
  302   736.3168   19.9077
  303   736.6260   19.9238
  304   736.9355   19.9402
  305   737.2452   19.9567
  306   737.5552   19.9728
  307   737.8655   19.9890
  308   738.1760   20.0055
  309   738.4868   20.0220
  310   738.7978   20.0382
  311   739.1091   20.0545
  312   739.4206   20.0710
  313   739.7324   20.0875
  314   740.0445   20.1038
  315   740.3568   20.1201
  316   740.6694   20.1367
  317   740.9822   20.1533
  318   741.2953   20.1697
  319   741.6087   20.1860
  320   741.9223   20.2027
  321   742.2362   20.2194
  322   742.5504   20.2358
  323   742.8648   20.2522
  324   743.1795   20.2689
  325   743.4944   20.2857
  326   743.8096   20.3021
  327   744.1251   20.3187
  328   744.4408   20.3355
  329   744.7568   20.3522
  330   745.0731   20.3688
  331   745.3896   20.3855
  332   745.7064   20.4024
  333   746.0235   20.4191
  334   746.3408   20.4357
  335   746.6584   20.4526
  336   746.9762   20.4695
  337   747.2944   20.4862
  338   747.6128   20.5030
  339   747.9314   20.5200
  340   748.2503   20.5370
  341   748.5695   20.5537
  342   748.8890   20.5706
  343   749.2087   20.5878
  344   749.5287   20.6047
  345   749.8490   20.6216
  346   750.1695   20.6386
  347   750.4903   20.6558
  348   750.8114   20.6728
  349   751.1327   20.6897
  350   751.4543   20.7070
  351   751.7762   20.7242
  352   752.0984   20.7412
  353   752.4208   20.7583
  354   752.7435   20.7757
  355   753.0665   20.7929
  356   753.3897   20.8100
  357   753.7132   20.8272
  358   754.0370   20.8447
  359   754.3610   20.8620
  360   754.6854   20.8792
  361   755.0100   20.8967
  362   755.3349   20.9141
  363   755.6600   20.9314
  364   755.9855   20.9488
  365   756.3111   20.9663
  366   756.6371   20.9840
  367   756.9634   21.0013
  368   757.2899   21.0188
  369   757.6167   21.0365
  370   757.9438   21.0541
  371   758.2712   21.0716
  372   758.5988   21.0893
  373   758.9267   21.1071
  374   759.2549   21.1246
  375   759.5834   21.1424
  376   759.9121   21.1603
  377   760.2411   21.1780
  378   760.5704   21.1958
  379   760.9000   21.2136
  380   761.2299   21.2315
  381   761.5600   21.2494
  382   761.8904   21.2673
  383   762.2211   21.2853
  384   762.5521   21.3033
  385   762.8834   21.3212
  386   763.2149   21.3394
  387   763.5467   21.3573
  388   763.8788   21.3755
  389   764.2112   21.3937
  390   764.5439   21.4118
  391   764.8768   21.4300
  392   765.2101   21.4483
  393   765.5436   21.4665
  394   765.8774   21.4848
  395   766.2115   21.5032
  396   766.5459   21.5216
  397   766.8805   21.5398
  398   767.2155   21.5584
  399   767.5507   21.5769
  400   767.8862   21.5953
  401   768.2220   21.6138
  402   768.5581   21.6325
  403   768.8944   21.6510
  404   769.2311   21.6695
  405   769.5680   21.6884
  406   769.9053   21.7071
  407   770.2428   21.7256
  408   770.5806   21.7444
  409   770.9187   21.7636
  410   771.2571   21.7822
  411   771.5957   21.8008
  412   771.9347   21.8200
  413   772.2740   21.8391
  414   772.6135   21.8576
  415   772.9533   21.8767
  416   773.2935   21.8962
  417   773.6339   21.9152
  418   773.9746   21.9338
  419   774.3156   21.9532
  420   774.6569   21.9728
  421   774.9985   21.9917
  422   775.3403   22.0107
  423   775.6825   22.0305
  424   776.0249   22.0498
  425   776.3677   22.0686
  426   776.7107   22.0882
  427   777.0541   22.1081
  428   777.3977   22.1270
  429   777.7417   22.1465
  430   778.0859   22.1664
  431   778.4304   22.1860
  432   778.7752   22.2052
  433   779.1203   22.2249
  434   779.4657   22.2450
  435   779.8115   22.2643
  436   780.1575   22.2839
  437   780.5038   22.3042
  438   780.8504   22.3240
  439   781.1973   22.3433
  440   781.5445   22.3634
  441   781.8919   22.3836
  442   789.2733   22.8101
  443   789.6271   22.8307
  444   789.9811   22.8513
  445   790.3355   22.8721
  446   790.6902   22.8928
  447   791.0452   22.9135
  448   791.4005   22.9344
  449   791.7561   22.9551
  450   792.1120   22.9759
  451   792.4682   22.9969
  452   792.8247   23.0179
  453   793.1815   23.0387
  454   793.5386   23.0598
  455   793.8961   23.0809
  456   794.2538   23.1018
  457   794.6119   23.1229
  458   794.9702   23.1442
  459   795.3289   23.1652
  460   795.6879   23.1865
  461   796.0472   23.2076
  462   796.4068   23.2288
  463   796.7667   23.2502
  464   797.1269   23.2714
  465   797.4875   23.2929
  466   797.8483   23.3143
  467   798.2095   23.3355
  468   798.5709   23.3570
  469   798.9327   23.3787
  470   799.2948   23.4000
  471   799.6572   23.4215
  472   800.0200   23.4433
  473   800.3830   23.4648
  474   800.7464   23.4863
  475   801.1100   23.5082
  476   801.4740   23.5299
  477   801.8383   23.5514
  478   802.2030   23.5733
  479   802.5679   23.5953
  480   802.9331   23.6168
  481   803.2987   23.6386
  482   803.6646   23.6610
  483   804.0308   23.6827
  484   804.3973   23.7043
  485   804.7642   23.7266
  486   805.1313   23.7488
  487   805.4988   23.7704
  488   805.8666   23.7925
  489   806.2347   23.8152
  490   806.6032   23.8369
  491   806.9719   23.8588
  492   807.3410   23.8816
  493   807.7104   23.9039
  494   808.0802   23.9255
  495   808.4502   23.9481
  496   808.8206   23.9708
  497   809.1913   23.9926
  498   809.5623   24.0151
  499   809.9336   24.0380
  500   810.3053   24.0600
  501   810.6773   24.0823
  502   811.0496   24.1053
  503   811.4223   24.1279
  504   811.7952   24.1499
  505   812.1685   24.1728
  506   812.5421   24.1958
  507   812.9161   24.2179
  508   813.2904   24.2406
  509   813.6650   24.2639
  510   814.0399   24.2861
  511   814.4151   24.3088
  512   814.7907   24.3321
  513   815.1667   24.3548
  514   815.5429   24.3773
  515   815.9195   24.4005
  516   816.2964   24.4237
  517   816.6736   24.4462
  518   817.0512   24.4692
  519   817.4291   24.4929
  520   817.8073   24.5154
  521   818.1859   24.5382
  522   818.5648   24.5620
  523   818.9440   24.5848
  524   819.3236   24.6077
  525   819.7035   24.6314
  526   820.0837   24.6546
  527   820.4643   24.6774
  528   820.8452   24.7010
  529   821.2264   24.7246
  530   821.6079   24.7473
  531   821.9899   24.7710
  532   822.3721   24.7947
  533   822.7547   24.8176
  534   823.1376   24.8411
  535   823.5208   24.8650
  536   823.9044   24.8882
  537   824.2884   24.9114
  538   824.6726   24.9357
  539   825.0572   24.9592
  540   825.4422   24.9823
  541   825.8275   25.0063
  542   826.2131   25.0300
  543   826.5991   25.0532
  544   826.9854   25.0775
  545   827.3720   25.1012
  546   827.7590   25.1246
  547   828.1463   25.1487
  548   828.5340   25.1727
  549   828.9220   25.1963
  550   829.3104   25.2203
  551   829.6991   25.2443
  552   830.0882   25.2681
  553   830.4776   25.2921
  554   830.8673   25.3163
  555   831.2574   25.3402
  556   831.6478   25.3641
  557   832.0386   25.3885
  558   832.4297   25.4124
  559   832.8212   25.4365
  560   833.2130   25.4608
  561   833.6052   25.4849
  562   833.9977   25.5091
  563   834.3906   25.5334
  564   834.7838   25.5577
  565   835.1774   25.5819
  566   835.5713   25.6062
  567   835.9655   25.6307
  568   836.3601   25.6550
  569   836.7551   25.6793
  570   837.1504   25.7039
  571   837.5461   25.7283
  572   837.9421   25.7527
  573   838.3385   25.7774
  574   838.7352   25.8018
  575   839.1323   25.8262
  576   839.5297   25.8511
  577   839.9275   25.8756
  578   840.3257   25.9000
  579   840.7242   25.9251
  580   841.1230   25.9497
  581   841.5222   25.9741
  582   841.9218   25.9993
  583   842.3217   26.0240
  584   842.7220   26.0485
  585   843.1227   26.0737
  586   843.5237   26.0985
  587   843.9250   26.1231
  588   844.3267   26.1484
  589   844.7288   26.1733
  590   845.1312   26.1981
  591   845.5340   26.2234
  592   845.9372   26.2484
  593   846.3407   26.2732
  594   846.7446   26.2985
  595   847.1488   26.3238
  596   847.5535   26.3487
  597   847.9584   26.3742
  598   848.3638   26.3993
  599   848.7694   26.4244
  600   849.1755   26.4499
  601   849.5819   26.4752
  602   849.9887   26.5004
  603   850.3959   26.5261
  604   850.8034   26.5514
  605   851.2113   26.5766
  606   851.6195   26.6025
  607   852.0282   26.6279
  608   852.4371   26.6532
  609   851.4992   26.5942
  610   851.8059   26.6138
  611   852.1128   26.6334
  612   852.4200   26.6518
  613   852.7274   26.6710
  614   853.0350   26.6910
  615   853.3429   26.7101
  616   853.6510   26.7287
  617   853.9594   26.7482
  618   854.2680   26.7681
  619   854.5768   26.7871
  620   854.8859   26.8059
  621   855.1952   26.8257
  622   855.5048   26.8455
  623   855.8146   26.8646
  624   856.1246   26.8835
  625   856.4349   26.9035
  626   856.7455   26.9233
  627   857.0563   26.9423
  628   857.3673   26.9617
  629   857.6786   26.9815
  630   857.9901   27.0012
  631   858.3019   27.0204
  632   858.6139   27.0400
  633   858.9261   27.0601
  634   859.2386   27.0795
  635   859.5514   27.0987
  636   859.8644   27.1187
  637   860.1776   27.1387
  638   860.4911   27.1582
  639   860.8048   27.1778
  640   861.1188   27.1979
  641   861.4330   27.2178
  642   861.7475   27.2372
  643   862.0622   27.2571
  644   862.3772   27.2773
  645   862.6924   27.2970
  646   863.0079   27.3167
  647   863.3236   27.3367
  648   863.6395   27.3570
  649   863.9558   27.3767
  650   864.2722   27.3965
  651   864.5889   27.4168
  652   864.9059   27.4370
  653   865.2231   27.4567
  654   865.5406   27.4768
  655   865.8583   27.4972
  656   866.1763   27.5173
  657   866.4945   27.5371
  658   866.8129   27.5575
  659   867.1317   27.5779
  660   867.4506   27.5979
  661   867.7699   27.6180
  662   868.0893   27.6387
  663   868.4091   27.6590
  664   868.7290   27.6790
  665   869.0493   27.6994
  666   869.3698   27.7200
  667   869.6905   27.7403
  668   870.0115   27.7604
  669   870.3328   27.7812
  670   870.6543   27.8018
  671   870.9760   27.8219
  672   871.2981   27.8424
  673   871.6203   27.8632
  674   871.9429   27.8838
  675   872.2656   27.9040
  676   872.5887   27.9248
  677   872.9120   27.9457
  678   873.2355   27.9662
  679   873.5593   27.9866
  680   873.8834   28.0076
  681   874.2077   28.0280
  682   874.5323   28.0492
  683   874.8572   28.0697
  684   875.1823   28.0909
  685   875.5076   28.1116
  686   875.8332   28.1321
  687   876.1591   28.1532
  688   876.4852   28.1743
  689   876.8116   28.1951
  690   877.1383   28.2159
  691   877.4652   28.2370
  692   877.7924   28.2582
  693   878.1198   28.2790
  694   878.4475   28.3000
  695   878.7755   28.3213
  696   879.1037   28.3426
  697   879.4322   28.3634
  698   879.7609   28.3845
  699   880.0899   28.4060
  700   880.4192   28.4272
  701   880.7487   28.4481
  702   881.0785   28.4696
  703   881.4085   28.4912
  704   881.7389   28.5122
  705   882.0695   28.5333
  706   882.4003   28.5551
  707   882.7314   28.5767
  708   883.0628   28.5977
  709   883.3944   28.6192
  710   883.7263   28.6411
  711   884.0585   28.6623
  712   884.3909   28.6835
  713   884.7236   28.7056
  714   885.0566   28.7275
  715   885.3898   28.7484
  716   885.7233   28.7701
  717   886.0571   28.7925
  718   886.3912   28.8140
  719   886.7255   28.8350
  720   887.0600   28.8575
  721   887.3949   28.8795
  722   887.7300   28.9006
  723   888.0653   28.9224
  724   888.4010   28.9451
  725   888.7369   28.9667
  726   889.0731   28.9880
  727   889.4095   29.0105
  728   889.7463   29.0330
  729   890.0833   29.0541
  730   890.4205   29.0763
  731   890.7581   29.0993
  732   891.0959   29.1210
  733   891.4340   29.1423
  734   891.7723   29.1651
  735   892.1109   29.1879
  736   892.4498   29.2091
  737   892.7890   29.2315
  738   893.1284   29.2546
  739   893.4681   29.2766
  740   893.8081   29.2983
  741   894.1484   29.3211
  742   894.4889   29.3439
  743   894.8297   29.3658
  744   895.1708   29.3883
  745   895.5122   29.4115
  746   895.8538   29.4336
  747   896.1957   29.4556
  748   896.5379   29.4789
  749   896.8804   29.5017
  750   897.2231   29.5235
  751   897.5661   29.5466
  752   897.9094   29.5701
  753   898.2530   29.5921
  754   898.5968   29.6146
  755   898.9409   29.6381
  756   899.2853   29.6611
  757   899.6300   29.6830
  758   899.9750   29.7065
  759   900.3202   29.7299
  760   900.6657   29.7522
  761   901.0115   29.7749
  762   901.3576   29.7989
  763   901.7039   29.8216
  764   902.0506   29.8442
  765   902.3975   29.8679
  766   902.7447   29.8914
  767   903.0921   29.9139
  768   903.4399   29.9372
  769   903.7879   29.9612
  770   911.2461   30.4631
  771   911.6009   30.4876
  772   911.9560   30.5111
  773   912.3114   30.5351
  774   912.6670   30.5593
  775   913.0230   30.5835
  776   913.3792   30.6080
  777   913.7358   30.6321
  778   914.0926   30.6563
  779   914.4497   30.6808
  780   914.8071   30.7053
  781   915.1648   30.7295
  782   915.5228   30.7540
  783   915.8810   30.7786
  784   916.2396   30.8030
  785   916.5984   30.8275
  786   916.9576   30.8523
  787   917.3170   30.8768
  788   917.6767   30.9013
  789   918.0367   30.9263
  790   918.3971   30.9510
  791   918.7577   30.9754
  792   919.1185   31.0003
  793   919.4797   31.0254
  794   919.8412   31.0503
  795   920.2030   31.0749
  796   920.5650   31.1000
  797   920.9274   31.1252
  798   921.2901   31.1498
  799   921.6530   31.1748
  800   922.0163   31.2005
  801   922.3798   31.2250
  802   922.7436   31.2501
  803   923.1078   31.2758
  804   923.4722   31.3007
  805   923.8369   31.3258
  806   924.2019   31.3516
  807   924.5673   31.3768
  808   924.9329   31.4019
  809   925.2988   31.4276
  810   925.6650   31.4529
  811   926.0315   31.4782
  812   926.3983   31.5039
  813   926.7654   31.5294
  814   927.1329   31.5547
  815   927.5006   31.5805
  816   927.8686   31.6063
  817   928.2369   31.6317
  818   928.6055   31.6575
  819   928.9744   31.6835
  820   929.3436   31.7089
  821   929.7132   31.7348
  822   930.0830   31.7612
  823   930.4531   31.7866
  824   930.8235   31.8123
  825   931.1942   31.8388
  826   931.5653   31.8645
  827   931.9366   31.8903
  828   932.3082   31.9170
  829   932.6802   31.9429
  830   933.0524   31.9685
  831   933.4250   31.9954
  832   933.7978   32.0214
  833   934.1710   32.0470
  834   934.5445   32.0740
  835   934.9182   32.1004
  836   935.2923   32.1260
  837   935.6667   32.1529
  838   936.0414   32.1796
  839   936.4164   32.2053
  840   936.7917   32.2321
  841   937.1673   32.2594
  842   937.5433   32.2850
  843   937.9195   32.3115
  844   938.2961   32.3391
  845   938.6729   32.3649
  846   939.0501   32.3915
  847   939.4276   32.4193
  848   939.8053   32.4454
  849   940.1834   32.4715
  850   940.5618   32.4997
  851   940.9406   32.5261
  852   941.3196   32.5522
  853   941.6989   32.5806
  854   942.0786   32.6070
  855   942.4586   32.6332
  856   942.8388   32.6614
  857   943.2194   32.6882
  858   943.6003   32.7144
  859   943.9816   32.7426
  860   944.3631   32.7699
  861   944.7450   32.7961
  862   945.1271   32.8242
  863   945.5096   32.8520
  864   945.8924   32.8778
  865   946.2755   32.9062
  866   946.6589   32.9339
  867   947.0427   32.9602
  868   947.4268   32.9883
  869   947.8111   33.0164
  870   948.1958   33.0429
  871   948.5809   33.0710
  872   948.9662   33.0993
  873   949.3519   33.1259
  874   949.7378   33.1540
  875   950.1241   33.1821
  876   950.5107   33.2090
  877   950.8977   33.2373
  878   951.2849   33.2655
  879   951.6725   33.2926
  880   952.0604   33.3209
  881   952.4486   33.3492
  882   952.8371   33.3766
  883   953.2260   33.4046
  884   953.6152   33.4334
  885   954.0047   33.4608
  886   954.3945   33.4887
  887   954.7847   33.5175
  888   955.1752   33.5453
  889   955.5660   33.5735
  890   955.9571   33.6021
  891   956.3485   33.6301
  892   956.7403   33.6584
  893   957.1324   33.6872
  894   957.5249   33.7151
  895   957.9176   33.7434
  896   958.3107   33.7727
  897   958.7041   33.8005
  898   959.0978   33.8289
  899   959.4919   33.8582
  900   959.8863   33.8864
  901   960.2810   33.9148
  902   960.6761   33.9441
  903   961.0714   33.9727
  904   961.4672   34.0009
  905   961.8632   34.0304
  906   962.2596   34.0591
  907   962.6563   34.0872
  908   963.0533   34.1171
  909   963.4507   34.1457
  910   963.8483   34.1742
  911   964.2464   34.2039
  912   964.6447   34.2326
  913   965.0434   34.2614
  914   965.4424   34.2910
  915   965.8418   34.3198
  916   966.2415   34.3488
  917   966.6415   34.3786
  918   967.0419   34.4076
  919   967.4426   34.4364
  920   967.8436   34.4666
  921   968.2450   34.4955
  922   968.6466   34.5247
  923   969.0487   34.5546
  924   969.4511   34.5834
  925   969.8538   34.6133
  926   970.2568   34.6429
  927   970.6602   34.6719
  928   971.0639   34.7023
  929   971.4680   34.7312
  930   971.8724   34.7612
  931   972.2771   34.7912
  932   972.6822   34.8205
  933   973.0877   34.8504
  934   973.4934   34.8808
  935   973.8995   34.9100
  936   974.3060   34.9401
  937   973.8304   34.9049
  938   974.2369   34.9349
  939   974.6436   34.9648
  940   975.0508   34.9947
  941   975.4582   35.0247
  942   975.8660   35.0547
  943   976.2742   35.0848
  944   976.6826   35.1148
  945   977.0915   35.1449
  946   977.5006   35.1751
  947   977.9101   35.2053
  948   978.3200   35.2353
  949   978.7301   35.2658
  950   979.1407   35.2962
  951   979.5515   35.3261
  952   979.9627   35.3569
  953   980.3743   35.3871
  954   980.7862   35.4174
  955   981.1984   35.4482
  956   981.6110   35.4783
  957   982.0239   35.5089
  958   982.4372   35.5398
  959   982.8508   35.5701
  960   983.2647   35.6006
  961   983.6790   35.6316
  962   984.0937   35.6620
  963   984.5087   35.6929
  964   984.9240   35.7237
  965   985.3397   35.7543
  966   985.7557   35.7851
  967   986.1721   35.8164
  968   986.5889   35.8468
  969   987.0059   35.8779
  970   987.4234   35.9090
  971   987.8412   35.9397
  972   988.2593   35.9711
  973   988.6777   36.0020
  974   989.0966   36.0329
  975   989.5158   36.0645
  976   989.9353   36.0953
  977   990.3552   36.1265
  978   990.7754   36.1583
  979   991.1960   36.1890
  980   991.6169   36.2204
  981   992.0382   36.2521
  982   992.4599   36.2830
  983   992.8819   36.3147
  984   993.3042   36.3462
  985   993.7269   36.3770
  986   994.1500   36.4094
  987   994.5734   36.4406
  988   994.9972   36.4717
  989   995.4213   36.5040
  990   995.8458   36.5353
  991   996.2707   36.5667
  992   996.6959   36.5991
  993   997.1215   36.6302
  994   997.5474   36.6621
  995   997.9736   36.6944
  996   998.4003   36.7254
  997   998.8273   36.7579
  998   999.2546   36.7898
  999   999.6824   36.8211
 1000  1000.1104   36.8538
 1001  1000.5389   36.8855
 1002  1000.9677   36.9172
 1003  1001.3968   36.9500
 1004  1001.8264   36.9816
 1005  1002.2562   37.0136
 1006  1002.6865   37.0463
 1007  1003.1171   37.0780
 1008  1003.5481   37.1105
 1009  1003.9794   37.1429
 1010  1004.4111   37.1748
 1011  1004.8432   37.2074
 1012  1005.2756   37.2398
 1013  1005.7084   37.2719
 1014  1006.1416   37.3048
 1015  1006.5751   37.3370
 1016  1007.0090   37.3694
 1017  1007.4433   37.4023
 1018  1007.8779   37.4346
 1019  1008.3129   37.4671
 1020  1008.7483   37.4999
 1021  1009.1840   37.5325
 1022  1009.6202   37.5652
