1,2.9902,1.2321,0.18016,1.0246,57.443,299.7,1,-2.1575
1,2.9754,1.2302,0.23534,1.0245,57.443,299.7,1,-1.9324
1,2.9688,1.2294,0,1.0184,40.957,294.2,1,-2.1691
1,2.9808,1.2375,0.34802,1.0364,106.46,308,1,-3.3262
1,2.957,1.2347,0.39684,1.036,106.46,308,1,-2.0646
1,2.9351,1.2318,0.44339,1.0356,106.46,308,1,-1.9164
1,2.9464,1.2315,0.12001,1.0217,60.405,295,1,-2.6925
1,2.9411,1.2307,0.17664,1.0221,60.405,295,1,-2.1213
1,3.0155,1.2343,0.06248,1.0239,46.695,298.16,1,-2.2843
1,2.9986,1.2321,0.12239,1.0236,46.695,298.16,1,-1.9105
1,3.0116,1.238,0.18138,1.0302,63.865,301.16,1,-2.4988
1,2.9978,1.2353,0.23697,1.0299,63.865,301.16,1,-1.8986
1,3.0159,1.2407,0.2961,1.0367,84.142,307.16,1,-1.8595
1,3.0118,1.229,0,1.018,40.655,298.16,1,-2.4112
1,3.0019,1.2274,0.062198,1.018,40.655,298.16,1,-2.0552
1,2.9507,1.2315,0.28636,1.0256,75.648,297.16,1,-2.4491
1,2.9401,1.2302,0.33685,1.0258,75.648,297.16,1,-2.0885
1,2.9981,1.2267,0,1.0161,39.213,297.35,1,-2.1631
1,2.9618,1.2353,0.34166,1.0301,85.646,302.55,1,-2.3336
1,2.9444,1.2325,0.39027,1.0301,85.646,302.55,1,-2.0006
1.012,2.9902,1.2321,0.18016,1.0246,57.443,299.7,1,-2.1882
1.012,2.9754,1.2302,0.23534,1.0245,57.443,299.7,1,-1.9405
1.012,2.9688,1.2294,0,1.0184,40.957,294.2,1,-2.197
1.012,2.9583,1.2278,0.061296,1.0183,40.957,294.2,1,-1.9796
1.012,2.957,1.2347,0.39684,1.036,106.46,308,1,-2.0853
1.012,2.9351,1.2318,0.44339,1.0356,106.46,308,1,-1.9219
1.012,2.9464,1.2315,0.12001,1.0217,60.405,295,1,-2.8381
1.012,2.9411,1.2307,0.17664,1.0221,60.405,295,1,-2.1425
1.012,2.9329,1.2277,0.23103,1.0221,60.405,295,1,-1.9942
1.012,3.0155,1.2343,0.06248,1.0239,46.695,298.16,1,-2.3422
1.012,2.9986,1.2321,0.12239,1.0236,46.695,298.16,1,-1.9209
1.012,3.0116,1.238,0.18138,1.0302,63.865,301.16,1,-2.6273
1.012,2.9978,1.2353,0.23697,1.0299,63.865,301.16,1,-1.9115
1.012,3.0159,1.2407,0.2961,1.0367,84.142,307.16,1,-1.8774
1.012,3.0118,1.229,0,1.018,40.655,298.16,1,-2.4752
1.012,3.0019,1.2274,0.062198,1.018,40.655,298.16,1,-2.0701
1.012,2.9507,1.2315,0.28636,1.0256,75.648,297.16,1,-2.5154
1.012,2.9401,1.2302,0.33685,1.0258,75.648,297.16,1,-2.1045
1.012,2.9293,1.2289,0.38521,1.026,75.648,297.16,1,-1.9634
1.012,2.9981,1.2267,0,1.0161,39.213,297.35,1,-2.1862
1.012,2.9618,1.2353,0.34166,1.0301,85.646,302.55,1,-2.3917
1.012,2.9444,1.2325,0.39027,1.0301,85.646,302.55,1,-2.0131
1.051,2.9902,1.2321,0.18016,1.0246,57.443,299.7,1,-2.3182
1.051,2.9754,1.2302,0.23534,1.0245,57.443,299.7,1,-1.9719
1.051,2.9688,1.2294,0,1.0184,40.957,294.2,1,-2.3137
1.051,2.9583,1.2278,0.061296,1.0183,40.957,294.2,1,-2.0126
1.051,2.957,1.2347,0.39684,1.036,106.46,308,1,-2.1683
1.051,2.9351,1.2318,0.44339,1.0356,106.46,308,1,-1.9433
1.051,2.9411,1.2307,0.17664,1.0221,60.405,295,1,-2.2276
1.051,2.9329,1.2277,0.23103,1.0221,60.405,295,1,-2.0207
1.051,3.0155,1.2343,0.06248,1.0239,46.695,298.16,1,-2.6402
1.051,2.9986,1.2321,0.12239,1.0236,46.695,298.16,1,-1.9611
1.051,2.9978,1.2353,0.23697,1.0299,63.865,301.16,1,-1.9614
1.051,3.0159,1.2407,0.2961,1.0367,84.142,307.16,1,-1.9481
1.051,3.0118,1.229,0,1.018,40.655,298.16,1,-2.8235
1.051,3.0019,1.2274,0.062198,1.018,40.655,298.16,1,-2.1286
1.051,2.9507,1.2315,0.28636,1.0256,75.648,297.16,1,-2.8838
1.051,2.9401,1.2302,0.33685,1.0258,75.648,297.16,1,-2.1674
1.051,2.9293,1.2289,0.38521,1.026,75.648,297.16,1,-1.9841
1.051,2.9981,1.2267,0,1.0161,39.213,297.35,1,-2.28
1.051,2.9885,1.2254,0.061921,1.0161,39.213,297.35,1,-2.0288
1.051,2.9618,1.2353,0.34166,1.0301,85.646,302.55,1,-2.6893
1.051,2.9444,1.2325,0.39027,1.0301,85.646,302.55,1,-2.0612
1.051,2.9312,1.2284,0.43676,1.03,85.646,302.55,1,-1.9596
1.19,2.9754,1.2302,0.23534,1.0245,57.443,299.7,1,-2.1839
1.19,2.9604,1.2281,0.28818,1.0244,57.443,299.7,1,-1.9236
1.19,2.9583,1.2278,0.061296,1.0183,40.957,294.2,1,-2.2403
1.19,2.9477,1.226,0.12019,1.0182,40.957,294.2,1,-1.9741
1.19,2.957,1.2347,0.39684,1.036,106.46,308,1,-3.5502
1.19,2.9351,1.2318,0.44339,1.0356,106.46,308,1,-2.0799
1.19,2.9132,1.2287,0.48775,1.0352,106.46,308,1,-1.9314
1.19,3.1071,1.2182,0,1.009,29.089,305.16,1,-2.1527
1.19,2.9411,1.2307,0.17664,1.0221,60.405,295,1,-4.2328
1.19,2.9329,1.2277,0.23103,1.0221,60.405,295,1,-2.1945
1.19,2.9242,1.224,0.28322,1.0218,60.405,295,1,-2.0371
1.19,2.9986,1.2321,0.12239,1.0236,46.695,298.16,1,-2.2504
1.19,2.9816,1.2296,0.1798,1.0233,46.695,298.16,1,-1.883
